run_id,candidate,task_id,repeat,disk_write_success,test_success,clean_audit,unexpected_mutations,stale_write_blocked,overall_success,latency_ms
"EDIT_V2_E_ANCHOR_M5_SMALL_PATCH_rep3","E_ANCHOR","M5_SMALL_PATCH",3,false,null,true,0,false,false,1
"EDIT_V2_E_ANCHOR_M5_SMALL_PATCH_rep4","E_ANCHOR","M5_SMALL_PATCH",4,false,null,true,0,false,false,1
"EDIT_V2_E_ANCHOR_M5_SMALL_PATCH_rep5","E_ANCHOR","M5_SMALL_PATCH",5,false,null,true,0,false,false,1
"EDIT_V2_E_ANCHOR_M5_SMALL_PATCH_rep6","E_ANCHOR","M5_SMALL_PATCH",6,false,null,true,0,false,false,1
"EDIT_V2_E_ANCHOR_M5_SMALL_PATCH_rep7","E_ANCHOR","M5_SMALL_PATCH",7,false,null,true,0,false,false,1
"EDIT_V2_E_ANCHOR_M5_SMALL_PATCH_rep8","E_ANCHOR","M5_SMALL_PATCH",8,false,null,true,0,false,false,1
"EDIT_V2_E_ANCHOR_M5_SMALL_PATCH_rep9","E_ANCHOR","M5_SMALL_PATCH",9,false,null,true,0,false,false,1
"EDIT_V2_E_ANCHOR_M5_SMALL_PATCH_rep10","E_ANCHOR","M5_SMALL_PATCH",10,false,null,true,0,false,false,1
"EDIT_V2_E_ANCHOR_M6_PRESERVE_SENTINELS_rep1","E_ANCHOR","M6_PRESERVE_SENTINELS",1,false,null,true,0,false,false,1
"EDIT_V2_E_ANCHOR_M6_PRESERVE_SENTINELS_rep2","E_ANCHOR","M6_PRESERVE_SENTINELS",2,false,null,true,0,false,false,1
"EDIT_V2_E_ANCHOR_M6_PRESERVE_SENTINELS_rep3","E_ANCHOR","M6_PRESERVE_SENTINELS",3,false,null,true,0,false,false,1
"EDIT_V2_E_ANCHOR_M6_PRESERVE_SENTINELS_rep4","E_ANCHOR","M6_PRESERVE_SENTINELS",4,false,null,true,0,false,false,0
"EDIT_V2_E_ANCHOR_M6_PRESERVE_SENTINELS_rep5","E_ANCHOR","M6_PRESERVE_SENTINELS",5,false,null,true,0,false,false,1
"EDIT_V2_E_ANCHOR_M6_PRESERVE_SENTINELS_rep6","E_ANCHOR","M6_PRESERVE_SENTINELS",6,false,null,true,0,false,false,1
"EDIT_V2_E_ANCHOR_M6_PRESERVE_SENTINELS_rep7","E_ANCHOR","M6_PRESERVE_SENTINELS",7,false,null,true,0,false,false,0
"EDIT_V2_E_ANCHOR_M6_PRESERVE_SENTINELS_rep8","E_ANCHOR","M6_PRESERVE_SENTINELS",8,false,null,true,0,false,false,1
"EDIT_V2_E_ANCHOR_M6_PRESERVE_SENTINELS_rep9","E_ANCHOR","M6_PRESERVE_SENTINELS",9,false,null,true,0,false,false,0
"EDIT_V2_E_ANCHOR_M6_PRESERVE_SENTINELS_rep10","E_ANCHOR","M6_PRESERVE_SENTINELS",10,false,null,true,0,false,false,1
"EDIT_V2_E_ANCHOR_M7_LINE_ENDINGS_rep1","E_ANCHOR","M7_LINE_ENDINGS",1,false,null,true,0,false,false,1
"EDIT_V2_E_ANCHOR_M7_LINE_ENDINGS_rep2","E_ANCHOR","M7_LINE_ENDINGS",2,false,null,true,0,false,false,1
"EDIT_V2_E_ANCHOR_M7_LINE_ENDINGS_rep3","E_ANCHOR","M7_LINE_ENDINGS",3,false,null,true,0,false,false,1
"EDIT_V2_E_ANCHOR_M7_LINE_ENDINGS_rep4","E_ANCHOR","M7_LINE_ENDINGS",4,false,null,true,0,false,false,1
"EDIT_V2_E_ANCHOR_M7_LINE_ENDINGS_rep5","E_ANCHOR","M7_LINE_ENDINGS",5,false,null,true,0,false,false,1
"EDIT_V2_E_ANCHOR_M7_LINE_ENDINGS_rep6","E_ANCHOR","M7_LINE_ENDINGS",6,false,null,true,0,false,false,1
"EDIT_V2_E_ANCHOR_M7_LINE_ENDINGS_rep7","E_ANCHOR","M7_LINE_ENDINGS",7,false,null,true,0,false,false,1
"EDIT_V2_E_ANCHOR_M7_LINE_ENDINGS_rep8","E_ANCHOR","M7_LINE_ENDINGS",8,false,null,true,0,false,false,1
"EDIT_V2_E_ANCHOR_M7_LINE_ENDINGS_rep9","E_ANCHOR","M7_LINE_ENDINGS",9,false,null,true,0,false,false,1
"EDIT_V2_E_ANCHOR_M7_LINE_ENDINGS_rep10","E_ANCHOR","M7_LINE_ENDINGS",10,false,null,true,0,false,false,1
"EDIT_V2_E_ANCHOR_M8_DISTRACTOR_FILES_rep1","E_ANCHOR","M8_DISTRACTOR_FILES",1,false,false,true,0,false,false,0
"EDIT_V2_E_ANCHOR_M8_DISTRACTOR_FILES_rep2","E_ANCHOR","M8_DISTRACTOR_FILES",2,false,false,true,0,false,false,1
"EDIT_V2_E_ANCHOR_M8_DISTRACTOR_FILES_rep3","E_ANCHOR","M8_DISTRACTOR_FILES",3,false,false,true,0,false,false,1
"EDIT_V2_E_ANCHOR_M8_DISTRACTOR_FILES_rep4","E_ANCHOR","M8_DISTRACTOR_FILES",4,false,false,true,0,false,false,1
"EDIT_V2_E_ANCHOR_M8_DISTRACTOR_FILES_rep5","E_ANCHOR","M8_DISTRACTOR_FILES",5,false,false,true,0,false,false,1
"EDIT_V2_E_ANCHOR_M8_DISTRACTOR_FILES_rep6","E_ANCHOR","M8_DISTRACTOR_FILES",6,false,false,true,0,false,false,1
"EDIT_V2_E_ANCHOR_M8_DISTRACTOR_FILES_rep7","E_ANCHOR","M8_DISTRACTOR_FILES",7,false,false,true,0,false,false,0
"EDIT_V2_E_ANCHOR_M8_DISTRACTOR_FILES_rep8","E_ANCHOR","M8_DISTRACTOR_FILES",8,false,false,true,0,false,false,1
"EDIT_V2_E_ANCHOR_M8_DISTRACTOR_FILES_rep9","E_ANCHOR","M8_DISTRACTOR_FILES",9,false,false,true,0,false,false,0
"EDIT_V2_E_ANCHOR_M8_DISTRACTOR_FILES_rep10","E_ANCHOR","M8_DISTRACTOR_FILES",10,false,false,true,0,false,false,1
"EDIT_V2_E_ANCHOR_M9_DISAMBIGUATION_rep1","E_ANCHOR","M9_DISAMBIGUATION",1,false,false,true,0,false,false,0
"EDIT_V2_E_ANCHOR_M9_DISAMBIGUATION_rep2","E_ANCHOR","M9_DISAMBIGUATION",2,false,false,true,0,false,false,1
"EDIT_V2_E_ANCHOR_M9_DISAMBIGUATION_rep3","E_ANCHOR","M9_DISAMBIGUATION",3,false,false,true,0,false,false,1
"EDIT_V2_E_ANCHOR_M9_DISAMBIGUATION_rep4","E_ANCHOR","M9_DISAMBIGUATION",4,false,false,true,0,false,false,1
"EDIT_V2_E_ANCHOR_M9_DISAMBIGUATION_rep5","E_ANCHOR","M9_DISAMBIGUATION",5,false,false,true,0,false,false,1
"EDIT_V2_E_ANCHOR_M9_DISAMBIGUATION_rep6","E_ANCHOR","M9_DISAMBIGUATION",6,false,false,true,0,false,false,1
"EDIT_V2_E_ANCHOR_M9_DISAMBIGUATION_rep7","E_ANCHOR","M9_DISAMBIGUATION",7,false,false,true,0,false,false,2
"EDIT_V2_E_ANCHOR_M9_DISAMBIGUATION_rep8","E_ANCHOR","M9_DISAMBIGUATION",8,false,false,true,0,false,false,1
"EDIT_V2_E_ANCHOR_M9_DISAMBIGUATION_rep9","E_ANCHOR","M9_DISAMBIGUATION",9,false,false,true,0,false,false,1
"EDIT_V2_E_ANCHOR_M9_DISAMBIGUATION_rep10","E_ANCHOR","M9_DISAMBIGUATION",10,false,false,true,0,false,false,1
"EDIT_V2_E_ANCHOR_M10_RETRY_RECOVERY_rep1","E_ANCHOR","M10_RETRY_RECOVERY",1,false,false,true,0,false,false,1
"EDIT_V2_E_ANCHOR_M10_RETRY_RECOVERY_rep2","E_ANCHOR","M10_RETRY_RECOVERY",2,false,false,true,0,false,false,1
"EDIT_V2_E_ANCHOR_M10_RETRY_RECOVERY_rep3","E_ANCHOR","M10_RETRY_RECOVERY",3,false,false,true,0,false,false,1
"EDIT_V2_E_ANCHOR_M10_RETRY_RECOVERY_rep4","E_ANCHOR","M10_RETRY_RECOVERY",4,false,false,true,0,false,false,1
"EDIT_V2_E_ANCHOR_M10_RETRY_RECOVERY_rep5","E_ANCHOR","M10_RETRY_RECOVERY",5,false,false,true,0,false,false,0
"EDIT_V2_E_ANCHOR_M10_RETRY_RECOVERY_rep6","E_ANCHOR","M10_RETRY_RECOVERY",6,false,false,true,0,false,false,1
"EDIT_V2_E_ANCHOR_M10_RETRY_RECOVERY_rep7","E_ANCHOR","M10_RETRY_RECOVERY",7,false,false,true,0,false,false,1
"EDIT_V2_E_ANCHOR_M10_RETRY_RECOVERY_rep8","E_ANCHOR","M10_RETRY_RECOVERY",8,false,false,true,0,false,false,0
"EDIT_V2_E_ANCHOR_M10_RETRY_RECOVERY_rep9","E_ANCHOR","M10_RETRY_RECOVERY",9,false,false,true,0,false,false,1
"EDIT_V2_E_ANCHOR_M10_RETRY_RECOVERY_rep10","E_ANCHOR","M10_RETRY_RECOVERY",10,false,false,true,0,false,false,1
